"","id","Clone.1","Clone.2","Freq.clone.1","Freq.clone.2","Rep","rand","run","day","rt_ml","algae_ml","pred_freq_clone.1","pred_freq_clone.2","treat"
"1353",153,"CR1","CR6",1,0,8,248,2,4,1,1514389.14027149,NA,NA,"Control"
"1356",156,"CR2","CR7",0.6,0.4,6,245,2,4,2.4,694841.629140271,0.716939890710383,0.283060109289618,"Treatment"
"1357",157,"CR1","CR7",0.9,0.1,6,244,2,4,2.4,328627.450968326,0.239234449760766,0.760765550239234,"Treatment"
"1359",159,"CR1","CR6",1,0,10,242,2,4,0.2,1548717.94859728,NA,NA,"Control"
"1362",162,"CR1","CR7",0.9,0.1,2,239,2,4,0.8,393665.158371041,0.150470219435737,0.849529780564263,"Treatment"
"1363",163,"CR2","CR6",0.7,0.3,9,238,2,4,2,459366.515837104,0.671052631578947,0.328947368421053,"Treatment"
"1365",165,"CR2","CR6",0.9,0.1,8,236,2,4,1.8,462262.443420814,0.636632200886263,0.363367799113737,"Treatment"
"1366",166,"CR2","CR7",0.8,0.2,9,235,2,4,3.8,513906.485647059,0.609195402298851,0.390804597701149,"Treatment"
"1367",167,"CR1","CR7",0.8,0.2,8,234,2,4,1.4,406938.159855204,0.261786600496278,0.738213399503722,"Treatment"
"1369",169,"CR1","CR6",0.9,0.1,1,232,2,4,0.2,561085.972669683,0.23047619047619,0.769523809523809,"Treatment"
"1372",172,"CR1","CR6",0.6,0.4,10,229,2,4,1.4,993665.158371041,0.405241935483871,0.594758064516129,"Treatment"
"1373",173,"CR2","CR7",0.7,0.3,2,228,2,4,1.8,665701.357466063,0.697820620284996,0.302179379715004,"Treatment"
"1376",176,"CR1","CR7",0.8,0.2,9,225,2,4,1,621478.129954751,0.356075373619233,0.643924626380767,"Treatment"
"1379",179,"CR2","CR7",0.6,0.4,1,222,2,4,5.6,562051.28199095,0.710227272727273,0.289772727272727,"Treatment"
"1380",180,"CR1","CR6",0.9,0.1,3,221,2,4,0.2,500452.488705882,0.2508,0.7492,"Treatment"
"1381",181,"CR1","CR6",0.6,0.4,7,220,2,4,2.4,907209.653212669,0.288154069767442,0.711845930232558,"Treatment"
"1383",183,"CR1","CR6",0.7,0.3,1,218,2,4,1.6,838009.04959276,NA,NA,"Treatment"
"1384",184,"CR1","CR7",0,1,2,217,2,4,4.4,1101659.12524887,NA,NA,"Control"
"1385",185,"CR1","CR7",0.6,0.4,8,216,2,4,2.6,667511.312036199,0.2534,0.7466,"Treatment"
"1386",186,"CR1","CR6",0.7,0.3,3,215,2,4,2.4,832820.512941176,0.457166392092257,0.542833607907743,"Treatment"
"1388",188,"CR2","CR6",1,0,6,213,2,4,3.2,1159819.00452489,NA,NA,"Control"
"1389",189,"CR1","CR7",0.9,0.1,3,212,2,4,3,475897.435873303,0.507402422611036,0.492597577388964,"Treatment"
"1393",193,"CR2","CR7",0.6,0.4,10,208,2,4,2.4,679758.672760181,0.760492040520984,0.239507959479016,"Treatment"
"1394",194,"CR2","CR7",0.7,0.3,3,207,2,4,3.2,645188.536832579,0.540221914008322,0.459778085991678,"Treatment"
"1400",200,"CR2","CR7",0.6,0.4,5,201,2,4,2,528205.128217194,0.645348837209302,0.354651162790698,"Treatment"
"1404",104,"CR1","CR6",0,1,1,297,2,5,16.6,1047360.48271493,NA,NA,"Control"
"1411",111,"CR1","CR6",0.7,0.3,5,290,2,5,8.6,1117707.39040724,0.206811451135242,0.793188548864758,"Treatment"
"1413",113,"CR2","CR6",0.7,0.3,4,288,2,5,14,1017918.55221719,0.591489361702128,0.408510638297872,"Treatment"
"1414",114,"CR2","CR7",0.8,0.2,6,287,2,5,16.2,1304977.37538462,0.743243243243243,0.256756756756757,"Treatment"
"1415",115,"CR1","CR7",0.9,0.1,10,286,2,5,9,864615.384434389,0.488505747126437,0.511494252873563,"Treatment"
"1416",116,"CR2","CR6",0.8,0.2,9,285,2,5,7.2,747088.989502262,0.553191489361702,0.446808510638298,"Treatment"
"1417",117,"CR2","CR7",0.6,0.4,7,284,2,5,12.2,854298.642352941,0.490022172949002,0.509977827050998,"Treatment"
"1420",120,"CR1","CR6",1,0,2,281,2,5,0.4,1063167.42081448,NA,NA,"Control"
"1423",123,"CR1","CR6",0,1,9,278,2,5,13,543469.08,NA,NA,"Control"
"1424",124,"CR1","CR6",0,1,6,277,2,5,7.2,874992.458280543,NA,NA,"Control"
"1425",125,"CR1","CR6",0,1,4,276,2,5,9.6,893393.664977375,NA,NA,"Control"
"1429",129,"CR2","CR6",0.8,0.2,2,272,2,5,6.2,867149.321266968,0.54,0.46,"Treatment"
"1434",134,"CR1","CR6",0,1,7,267,2,5,14.8,750769.230950226,NA,NA,"Control"
"1435",135,"CR1","CR6",1,0,5,266,2,5,6.8,1119758.67257919,NA,NA,"Control"
"1436",136,"CR2","CR6",1,0,5,265,2,5,3.8,715233.785701357,NA,NA,"Control"
"1437",137,"CR1","CR7",0,1,10,264,2,5,11,1467088.98950226,NA,NA,"Control"
"1438",138,"CR2","CR6",0.7,0.3,3,263,2,5,7.8,806636.500995475,0.575757575757576,0.424242424242424,"Treatment"
"1447",147,"CR2","CR6",1,0,1,254,2,5,3.6,631674.207963801,NA,NA,"Control"
"1449",149,"CR2","CR6",0.8,0.2,6,252,2,5,8.6,1056832.57900452,0.530054644808743,0.469945355191257,"Treatment"
"1451",151,"CR1","CR7",0.7,0.3,8,250,2,5,4.2,755595.777013574,0.19327731092437,0.80672268907563,"Treatment"
"1453",153,"CR1","CR6",1,0,8,248,2,5,0.4,1233061.840181,NA,NA,"Control"
"1456",156,"CR2","CR7",0.6,0.4,6,245,2,5,1.4,772247.360361991,0.616037735849057,0.383962264150943,"Treatment"
"1457",157,"CR1","CR7",0.9,0.1,6,244,2,5,1.6,610920.060271493,0.336569579288026,0.663430420711974,"Treatment"
"1459",159,"CR1","CR6",1,0,10,242,2,5,0.4,1230165.91276018,NA,NA,"Control"
"1462",162,"CR1","CR7",0.9,0.1,2,239,2,5,2.6,386787.330298643,0.340625,0.659375,"Treatment"
"1463",163,"CR2","CR6",0.7,0.3,9,238,2,5,1.8,681930.618461538,0.358974358974359,0.641025641025641,"Treatment"
"1465",165,"CR2","CR6",0.9,0.1,8,236,2,5,1.4,548054.298461538,0.58974358974359,0.41025641025641,"Treatment"
"1466",166,"CR2","CR7",0.8,0.2,9,235,2,5,3,732911.010678733,0.679389312977099,0.320610687022901,"Treatment"
"1467",167,"CR1","CR7",0.8,0.2,8,234,2,5,2,840482.654660633,0.3868,0.6132,"Treatment"
"1469",169,"CR1","CR6",0.9,0.1,1,232,2,5,0.6,730678.73321267,0.249574105621806,0.750425894378194,"Treatment"
"1472",172,"CR1","CR6",0.6,0.4,10,229,2,5,3.2,1292066.36524887,0.116059379217274,0.883940620782726,"Treatment"
"1473",173,"CR2","CR7",0.7,0.3,2,228,2,5,0.8,703167.42081448,0.538759689922481,0.461240310077519,"Treatment"
"1476",176,"CR1","CR7",0.8,0.2,9,225,2,5,0.6,815143.287963801,0.216698534098152,0.783301465901848,"Treatment"
"1479",179,"CR2","CR7",0.6,0.4,1,222,2,5,3.8,725248.868959276,0.625258799171843,0.374741200828157,"Treatment"
"1480",180,"CR1","CR6",0.9,0.1,3,221,2,5,NA,2171.94570135747,NA,NA,"Treatment"
"1481",181,"CR1","CR6",0.6,0.4,7,220,2,5,0,887179.487239819,0.230769230769231,0.769230769230769,"Treatment"
"1483",183,"CR1","CR6",0.7,0.3,1,218,2,5,3,597345.399638009,0.235439289239882,0.764560710760118,"Treatment"
"1484",184,"CR1","CR7",0,1,2,217,2,5,3,1017134.23819005,NA,NA,"Control"
"1485",185,"CR1","CR7",0.6,0.4,8,216,2,5,5.2,934298.642714932,0.140070921985816,0.859929078014184,"Treatment"
"1486",186,"CR1","CR6",0.7,0.3,3,215,2,5,2,881990.950045249,0.337330135891287,0.662669864108713,"Treatment"
"1488",188,"CR2","CR6",1,0,6,213,2,5,0.6,1082111.61393665,NA,NA,"Control"
"1489",189,"CR1","CR7",0.9,0.1,3,212,2,5,4,698220.211221719,0.144554455445545,0.855445544554455,"Treatment"
"1493",193,"CR2","CR7",0.6,0.4,10,208,2,5,0.8,846033.182443439,0.431243680485339,0.568756319514661,"Treatment"
"1494",194,"CR2","CR7",0.7,0.3,3,207,2,5,4.6,986304.675475113,0.558620689655172,0.441379310344828,"Treatment"
"1500",200,"CR2","CR7",0.6,0.4,5,201,2,5,2,652669.683257918,0.293838862559242,0.706161137440758,"Treatment"
"1504",104,"CR1","CR6",0,1,1,297,2,6,23.8,837405.731402715,NA,NA,"Control"
"1511",111,"CR1","CR6",0.7,0.3,5,290,2,6,15.2,1254901.96072398,0.145238095238095,0.854761904761905,"Treatment"
"1513",113,"CR2","CR6",0.7,0.3,4,288,2,6,10.6,1489954.75113122,0.865384615384615,0.134615384615385,"Treatment"
"1514",114,"CR2","CR7",0.8,0.2,6,287,2,6,12.8,1428898.94443439,0.855855855855856,0.144144144144144,"Treatment"
"1515",115,"CR1","CR7",0.9,0.1,10,286,2,6,10.6,1153966.81737557,0.524355300859599,0.475644699140401,"Treatment"
"1516",116,"CR2","CR6",0.8,0.2,9,285,2,6,12.8,1471975.86733032,0.825771324863884,0.174228675136116,"Treatment"
"1517",117,"CR2","CR7",0.6,0.4,7,284,2,6,19.2,1443800.90497738,0.782383419689119,0.217616580310881,"Treatment"
"1520",120,"CR1","CR6",1,0,2,281,2,6,7.2,2000784.31384615,NA,NA,"Control"
"1523",123,"CR1","CR6",0,1,9,278,2,6,19.4,871975.867330317,NA,NA,"Control"
"1524",124,"CR1","CR6",0,1,6,277,2,6,15,1360482.65484163,NA,NA,"Control"
"1525",125,"CR1","CR6",0,1,4,276,2,6,14.4,1324162.8961086,NA,NA,"Control"
"1529",129,"CR2","CR6",0.8,0.2,2,272,2,6,5.6,1271734.5399095,0.808027923211169,0.191972076788831,"Treatment"
"1534",134,"CR1","CR6",0,1,7,267,2,6,15.6,1286636.50099547,NA,NA,"Control"
"1535",135,"CR1","CR6",1,0,5,266,2,6,7.4,1218883.86135747,NA,NA,"Control"
"1536",136,"CR2","CR6",1,0,5,265,2,6,7.4,1139306.1838914,NA,NA,"Control"
"1537",137,"CR1","CR7",0,1,10,264,2,6,7.8,1661779.78859728,NA,NA,"Control"
"1538",138,"CR2","CR6",0.7,0.3,3,263,2,6,9.2,1364524.88687783,0.735668789808917,0.264331210191083,"Treatment"
"1547",147,"CR2","CR6",1,0,1,254,2,6,4,1198129.71366516,NA,NA,"Control"
"1549",149,"CR2","CR6",0.8,0.2,6,252,2,6,18.2,1438793.36361991,0.72,0.28,"Treatment"
"1551",151,"CR1","CR7",0.7,0.3,8,250,2,6,3.4,1241085.97303167,0.389413988657845,0.610586011342155,"Treatment"
"1553",153,"CR1","CR6",1,0,8,248,2,6,1.6,1625158.37104072,NA,NA,"Control"
"1556",156,"CR2","CR7",0.6,0.4,6,245,2,6,6,1328205.1281448,0.563218390804598,0.436781609195402,"Treatment"
"1557",157,"CR1","CR7",0.9,0.1,6,244,2,6,3.8,1615806.93828054,0.422709923664122,0.577290076335878,"Treatment"
"1559",159,"CR1","CR6",1,0,10,242,2,6,0.8,1387631.9761086,NA,NA,"Control"
"1562",162,"CR1","CR7",0.9,0.1,2,239,2,6,3.2,1501116.13900452,0.1699604743083,0.8300395256917,"Treatment"
"1563",163,"CR2","CR6",0.7,0.3,9,238,2,6,1.8,1214901.96054299,0.68890977443609,0.31109022556391,"Treatment"
"1565",165,"CR2","CR6",0.9,0.1,8,236,2,6,4.8,1217134.23855204,0.798165137614679,0.201834862385321,"Treatment"
"1566",166,"CR2","CR7",0.8,0.2,9,235,2,6,4.6,1555475.11330317,0.769491525423729,0.230508474576271,"Treatment"
"1567",167,"CR1","CR7",0.8,0.2,8,234,2,6,2.4,1950286.57628959,0.297346752058554,0.702653247941446,"Treatment"
"1569",169,"CR1","CR6",0.9,0.1,1,232,2,6,0.6,1591855.2038009,0.421375921375921,0.578624078624079,"Treatment"
"1572",172,"CR1","CR6",0.6,0.4,10,229,2,6,3.2,1958069.38153846,0.361527967257844,0.638472032742155,"Treatment"
"1573",173,"CR2","CR7",0.7,0.3,2,228,2,6,1.2,1440965.30932127,0.650316455696203,0.349683544303797,"Treatment"
"1576",176,"CR1","CR7",0.8,0.2,9,225,2,6,2,1468355.95764706,0.225,0.775,"Treatment"
"1579",179,"CR2","CR7",0.6,0.4,1,222,2,6,7.8,1295565.61085973,0.66839378238342,0.33160621761658,"Treatment"
"1580",180,"CR1","CR6",0.9,0.1,3,221,2,6,NA,1749.62292597285,NA,NA,"Treatment"
"1581",181,"CR1","CR6",0.6,0.4,7,220,2,6,5,2075716.44054299,0.232658959537572,0.767341040462428,"Treatment"
"1583",183,"CR1","CR6",0.7,0.3,1,218,2,6,1,2040542.98642534,0.244239631336406,0.755760368663594,"Treatment"
"1584",184,"CR1","CR7",0,1,2,217,2,6,4,1139728.50678733,NA,NA,"Control"
"1585",185,"CR1","CR7",0.6,0.4,8,216,2,6,6.8,1567662.14171946,0.195785776997366,0.804214223002634,"Treatment"
"1586",186,"CR1","CR6",0.7,0.3,3,215,2,6,1.4,1809592.76036199,0.260536398467433,0.739463601532567,"Treatment"
"1588",188,"CR2","CR6",1,0,6,213,2,6,NA,1629743.58950226,NA,NA,"Control"
"1589",189,"CR1","CR7",0.9,0.1,3,212,2,6,6.4,1512518.85393665,0.429042904290429,0.570957095709571,"Treatment"
"1593",193,"CR2","CR7",0.6,0.4,10,208,2,6,2.6,1375324.28361991,0.518337408312958,0.481662591687042,"Treatment"
"1594",194,"CR2","CR7",0.7,0.3,3,207,2,6,4.4,1275354.44959276,0.706349206349206,0.293650793650794,"Treatment"
"1600",200,"CR2","CR7",0.6,0.4,5,201,2,6,1.8,1445188.53719457,0.577123050259965,0.422876949740035,"Treatment"
"1604",104,"CR1","CR6",0,1,1,297,2,7,26.2,923499.24597285,NA,NA,"Control"
"1611",111,"CR1","CR6",0.7,0.3,5,290,2,7,17.8,1145641.02570136,0.347826086956522,0.652173913043478,"Treatment"
"1613",113,"CR2","CR6",0.7,0.3,4,288,2,7,33.2,1369110.10533937,0.862068965517241,0.137931034482759,"Treatment"
"1614",114,"CR2","CR7",0.8,0.2,6,287,2,7,33,1101417.79764706,0.464065708418891,0.535934291581109,"Treatment"
"1615",115,"CR1","CR7",0.9,0.1,10,286,2,7,22.2,1313544.49466063,NA,NA,"Treatment"
"1616",116,"CR2","CR6",0.8,0.2,9,285,2,7,20.6,1332488.68778281,0.762931034482759,0.237068965517241,"Treatment"
"1617",117,"CR2","CR7",0.6,0.4,7,284,2,7,26.8,1322292.60923077,0.747191011235955,0.252808988764045,"Treatment"
"1620",120,"CR1","CR6",1,0,2,281,2,7,11,1154871.79493213,NA,NA,"Control"
"1623",123,"CR1","CR6",0,1,9,278,2,7,19.6,841146.304615384,NA,NA,"Control"
"1624",124,"CR1","CR6",0,1,6,277,2,7,17.4,1326214.17773756,NA,NA,"Control"
"1625",125,"CR1","CR6",0,1,4,276,2,7,16.4,1258823.52923077,NA,NA,"Control"
"1629",129,"CR2","CR6",0.8,0.2,2,272,2,7,12.8,1069079.93972851,NA,NA,"Treatment"
"1634",134,"CR1","CR6",0,1,7,267,2,7,24.2,1136711.91529412,NA,NA,"Control"
"1635",135,"CR1","CR6",1,0,5,266,2,7,8.8,977375.56561086,NA,NA,"Control"
"1636",136,"CR2","CR6",1,0,5,265,2,7,8.4,1049230.76904977,NA,NA,"Control"
"1637",137,"CR1","CR7",0,1,10,264,2,7,16.6,1032639.51746606,NA,NA,"Control"
"1638",138,"CR2","CR6",0.7,0.3,3,263,2,7,12.8,1268898.94425339,0.782894736842105,0.217105263157895,"Treatment"
"1647",147,"CR2","CR6",1,0,1,254,2,7,6.2,680784.313846154,NA,NA,"Control"
"1649",149,"CR2","CR6",0.8,0.2,6,252,2,7,16.2,1256349.92470588,0.378102189781022,0.621897810218978,"Treatment"
"1651",151,"CR1","CR7",0.7,0.3,8,250,2,7,6.6,1229381.59873303,0.579459798994975,0.420540201005025,"Treatment"
"1653",153,"CR1","CR6",1,0,8,248,2,7,1.4,1099909.50244344,NA,NA,"Control"
"1656",156,"CR2","CR7",0.6,0.4,6,245,2,7,9.6,859064.856651584,0.427397260273973,0.572602739726027,"Treatment"
"1657",157,"CR1","CR7",0.9,0.1,6,244,2,7,5,1132911.01031674,NA,NA,"Treatment"
"1659",159,"CR1","CR6",1,0,10,242,2,7,1,1125610.85972851,NA,NA,"Control"
"1662",162,"CR1","CR7",0.9,0.1,2,239,2,7,3.4,1194509.8039819,0.58125,0.41875,"Treatment"
"1663",163,"CR2","CR6",0.7,0.3,9,238,2,7,6,821779.788597285,0.576388888888889,0.423611111111111,"Treatment"
"1665",165,"CR2","CR6",0.9,0.1,8,236,2,7,4,686033.182262443,0.556836902800659,0.443163097199341,"Treatment"
"1666",166,"CR2","CR7",0.8,0.2,9,235,2,7,7,1000844.64542986,0.58659217877095,0.41340782122905,"Treatment"
"1667",167,"CR1","CR7",0.8,0.2,8,234,2,7,3.2,1419366.5158371,0.343140860610519,0.656859139389481,"Treatment"
"1669",169,"CR1","CR6",0.9,0.1,1,232,2,7,0.4,1365550.5279638,0.360570687418936,0.639429312581064,"Treatment"
"1672",172,"CR1","CR6",0.6,0.4,10,229,2,7,4,1280301.65918552,0.327566320645905,0.672433679354095,"Treatment"
"1673",173,"CR2","CR7",0.7,0.3,2,228,2,7,2.8,646033.182624434,0.500815660685155,0.499184339314845,"Treatment"
"1676",176,"CR1","CR7",0.8,0.2,9,225,2,7,4,1760060.33158371,0.251874062968516,0.748125937031484,"Treatment"
"1679",179,"CR2","CR7",0.6,0.4,1,222,2,7,12.6,1188717.94859728,0.573415765069552,0.426584234930448,"Treatment"
"1680",180,"CR1","CR6",0.9,0.1,3,221,2,7,NA,1749.62292597285,NA,NA,"Treatment"
"1681",181,"CR1","CR6",0.6,0.4,7,220,2,7,3.6,1277767.72235294,0.271,0.729,"Treatment"
"1683",183,"CR1","CR6",0.7,0.3,1,218,2,7,0.6,971945.701357466,0.203,0.797,"Treatment"
"1684",184,"CR1","CR7",0,1,2,217,2,7,6.2,1119276.01791855,NA,NA,"Control"
"1685",185,"CR1","CR7",0.6,0.4,8,216,2,7,12,1059125.18877828,NA,NA,"Treatment"
"1686",186,"CR1","CR6",0.7,0.3,3,215,2,7,1.8,1506425.33918552,0.3952,0.6048,"Treatment"
"1688",188,"CR2","CR6",1,0,6,213,2,7,1,992820.512579185,NA,NA,"Control"
"1689",189,"CR1","CR7",0.9,0.1,3,212,2,7,11.6,1540090.49755656,0.545614420751814,0.454385579248186,"Treatment"
"1693",193,"CR2","CR7",0.6,0.4,10,208,2,7,1.4,762654.600542986,0.630170316301703,0.369829683698297,"Treatment"
"1694",194,"CR2","CR7",0.7,0.3,3,207,2,7,5.6,896772.24760181,0.489316239316239,0.510683760683761,"Treatment"
"1700",200,"CR2","CR7",0.6,0.4,5,201,2,7,3.6,800361.990950226,0.587832699619772,0.412167300380228,"Treatment"
"1704",104,"CR1","CR6",0,1,1,297,2,8,41.2,870708.89918552,NA,NA,"Control"
"1711",111,"CR1","CR6",0.7,0.3,5,290,2,8,31.6,1030105.58063348,0.364145658263305,0.635854341736695,"Treatment"
"1713",113,"CR2","CR6",0.7,0.3,4,288,2,8,37.4,1221659.12524887,NA,NA,"Treatment"
"1714",114,"CR2","CR7",0.8,0.2,6,287,2,8,36.6,1461297.13411765,0.565217391304348,0.434782608695652,"Treatment"
"1715",115,"CR1","CR7",0.9,0.1,10,286,2,8,19,1652911.01049774,NA,NA,"Treatment"
"1716",116,"CR2","CR6",0.8,0.2,9,285,2,8,27.8,1942624.43457014,NA,NA,"Treatment"
"1717",117,"CR2","CR7",0.6,0.4,7,284,2,8,26.8,2166515.83710407,NA,NA,"Treatment"
"1720",120,"CR1","CR6",1,0,2,281,2,8,13.4,1426123.68,NA,NA,"Control"
"1723",123,"CR1","CR6",0,1,9,278,2,8,37.2,1077104.07257919,NA,NA,"Control"
"1724",124,"CR1","CR6",0,1,6,277,2,8,24.6,1386485.67095023,NA,NA,"Control"
"1725",125,"CR1","CR6",0,1,4,276,2,8,27.4,1697556.56090498,NA,NA,"Control"
"1729",129,"CR2","CR6",0.8,0.2,2,272,2,8,15.4,1504736.0481448,NA,NA,"Treatment"
"1734",134,"CR1","CR6",0,1,7,267,2,8,28,1086033.18244344,NA,NA,"Control"
"1735",135,"CR1","CR6",1,0,5,266,2,8,16.6,1521930.61846154,NA,NA,"Control"
"1736",136,"CR2","CR6",1,0,5,265,2,8,8.6,1010618.40108597,NA,NA,"Control"
"1737",137,"CR1","CR7",0,1,10,264,2,8,18.4,1355354.44941176,NA,NA,"Control"
"1738",138,"CR2","CR6",0.7,0.3,3,263,2,8,19,1748476.62135747,NA,NA,"Treatment"
"1747",147,"CR2","CR6",1,0,1,254,2,8,10.6,721508.295746606,NA,NA,"Control"
"1749",149,"CR2","CR6",0.8,0.2,6,252,2,8,24.6,1849592.76,NA,NA,"Treatment"
"1751",151,"CR1","CR7",0.7,0.3,8,250,2,8,9,1915173.45393665,NA,NA,"Treatment"
"1753",153,"CR1","CR6",1,0,8,248,2,8,0.6,1239819.00434389,NA,NA,"Control"
"1756",156,"CR2","CR7",0.6,0.4,6,245,2,8,6.4,1007420.81429864,NA,NA,"Treatment"
"1757",157,"CR1","CR7",0.9,0.1,6,244,2,8,7.2,1406998.49158371,NA,NA,"Treatment"
"1759",159,"CR1","CR6",1,0,10,242,2,8,0.4,1441628.95927602,NA,NA,"Control"
"1762",162,"CR1","CR7",0.9,0.1,2,239,2,8,5.2,1500633.48434389,NA,NA,"Treatment"
"1763",163,"CR2","CR6",0.7,0.3,9,238,2,8,8,779607.843257918,NA,NA,"Treatment"
"1765",165,"CR2","CR6",0.9,0.1,8,236,2,8,7,839215.686515837,NA,NA,"Treatment"
"1766",166,"CR2","CR7",0.8,0.2,9,235,2,8,10,967843.137013575,NA,NA,"Treatment"
"1767",167,"CR1","CR7",0.8,0.2,8,234,2,8,2.4,1874690.79963801,NA,NA,"Treatment"
"1769",169,"CR1","CR6",0.9,0.1,1,232,2,8,1,1541357.46624434,NA,NA,"Treatment"
"1772",172,"CR1","CR6",0.6,0.4,10,229,2,8,7,983831.070950226,NA,NA,"Treatment"
"1773",173,"CR2","CR7",0.7,0.3,2,228,2,8,1.4,984072.39800905,NA,NA,"Treatment"
"1776",176,"CR1","CR7",0.8,0.2,9,225,2,8,1.6,1803680.24144796,NA,NA,"Treatment"
"1779",179,"CR2","CR7",0.6,0.4,1,222,2,8,20,1423348.4161086,NA,NA,"Treatment"
"1780",180,"CR1","CR6",0.9,0.1,3,221,2,8,NA,1930.61840144796,NA,NA,"Treatment"
"1781",181,"CR1","CR6",0.6,0.4,7,220,2,8,3.8,1991493.21285068,NA,NA,"Treatment"
"1783",183,"CR1","CR6",0.7,0.3,1,218,2,8,2,2268959.27619909,NA,NA,"Treatment"
"1784",184,"CR1","CR7",0,1,2,217,2,8,9.4,1157405.73176471,NA,NA,"Control"
"1785",185,"CR1","CR7",0.6,0.4,8,216,2,8,11.2,1460693.8159276,NA,NA,"Treatment"
"1786",186,"CR1","CR6",0.7,0.3,3,215,2,8,4.2,2049110.10570136,NA,NA,"Treatment"
"1788",188,"CR2","CR6",1,0,6,213,2,8,4.2,1010075.41466063,NA,NA,"Control"
"1789",189,"CR1","CR7",0.9,0.1,3,212,2,8,17.4,1374238.31076923,NA,NA,"Treatment"
"1793",193,"CR2","CR7",0.6,0.4,10,208,2,8,4,823107.089049774,NA,NA,"Treatment"
"1794",194,"CR2","CR7",0.7,0.3,3,207,2,8,9.4,1031131.22171946,NA,NA,"Treatment"
"1800",200,"CR2","CR7",0.6,0.4,5,201,2,8,1.4,768868.778280543,NA,NA,"Treatment"
"1801",201,"CR2","CR7",0.7,0.3,9,200,3,0,4,385000,0.7,0.3,"Treatment"
"1803",203,"CR1","CR7",0.8,0.2,3,198,3,0,4,385000,0.8,0.2,"Treatment"
"1804",204,"CR2","CR7",0.6,0.4,8,197,3,0,4,385000,0.6,0.4,"Treatment"
"1805",205,"CR1","CR6",1,0,9,196,3,0,4,385000,1,0,"Control"
"1808",208,"CR2","CR6",0.9,0.1,10,193,3,0,4,385000,0.9,0.1,"Treatment"
"1810",210,"CR2","CR6",1,0,9,191,3,0,4,385000,1,0,"Control"
"1813",213,"CR1","CR7",0.6,0.4,3,188,3,0,4,385000,0.6,0.4,"Treatment"
"1815",215,"CR2","CR6",0.9,0.1,1,186,3,0,4,385000,0.9,0.1,"Treatment"
"1816",216,"CR2","CR7",0.8,0.2,5,185,3,0,4,385000,0.8,0.2,"Treatment"
"1819",219,"CR1","CR6",0.9,0.1,6,182,3,0,4,385000,0.9,0.1,"Treatment"
"1820",220,"CR2","CR7",0.9,0.1,1,181,3,0,4,385000,0.9,0.1,"Treatment"
"1822",222,"CR1","CR6",0.7,0.3,9,179,3,0,4,385000,0.7,0.3,"Treatment"
"1826",226,"CR1","CR6",0.9,0.1,8,175,3,0,4,385000,0.9,0.1,"Treatment"
"1831",231,"CR1","CR7",0.7,0.3,4,170,3,0,4,385000,0.7,0.3,"Treatment"
"1832",232,"CR2","CR6",0.8,0.2,10,169,3,0,4,385000,0.8,0.2,"Treatment"
"1837",237,"CR1","CR7",0.7,0.3,5,164,3,0,4,385000,0.7,0.3,"Treatment"
"1840",240,"CR2","CR6",0.7,0.3,1,161,3,0,4,385000,0.7,0.3,"Treatment"
"1841",241,"CR2","CR7",0.7,0.3,5,160,3,0,4,385000,0.7,0.3,"Treatment"
"1846",246,"CR1","CR7",0.6,0.4,5,155,3,0,4,385000,0.6,0.4,"Treatment"
"1850",250,"CR1","CR7",0.8,0.2,1,151,3,0,4,385000,0.8,0.2,"Treatment"
"1853",253,"CR1","CR6",0.9,0.1,2,148,3,0,4,385000,0.9,0.1,"Treatment"
"1855",255,"CR1","CR7",0.8,0.2,10,146,3,0,4,385000,0.8,0.2,"Treatment"
"1856",256,"CR2","CR6",0.9,0.1,5,145,3,0,4,385000,0.9,0.1,"Treatment"
"1857",257,"CR2","CR6",0.9,0.1,2,144,3,0,4,385000,0.9,0.1,"Treatment"
"1861",261,"CR1","CR7",0.6,0.4,6,140,3,0,4,385000,0.6,0.4,"Treatment"
"1862",262,"CR1","CR6",0.6,0.4,4,139,3,0,4,385000,0.6,0.4,"Treatment"
"1869",269,"CR1","CR7",0.9,0.1,8,132,3,0,4,385000,0.9,0.1,"Treatment"
"1871",271,"CR2","CR7",0.9,0.1,10,130,3,0,4,385000,0.9,0.1,"Treatment"
"1872",272,"CR2","CR6",1,0,10,129,3,0,4,385000,1,0,"Control"
"1873",273,"CR2","CR6",1,0,4,128,3,0,4,385000,1,0,"Control"
"1875",275,"CR1","CR7",0.6,0.4,4,126,3,0,4,385000,0.6,0.4,"Treatment"
"1876",276,"CR2","CR7",0.8,0.2,10,125,3,0,4,385000,0.8,0.2,"Treatment"
"1879",279,"CR2","CR7",0.9,0.1,4,122,3,0,4,385000,0.9,0.1,"Treatment"
"1880",280,"CR1","CR6",0.9,0.1,7,121,3,0,4,385000,0.9,0.1,"Treatment"
"1882",282,"CR1","CR6",0.8,0.2,1,119,3,0,4,385000,0.8,0.2,"Treatment"
"1884",284,"CR2","CR7",0.7,0.3,1,117,3,0,4,385000,0.7,0.3,"Treatment"
"1888",288,"CR2","CR6",0.7,0.3,5,113,3,0,4,385000,0.7,0.3,"Treatment"
"1890",290,"CR1","CR6",0.6,0.4,2,111,3,0,4,385000,0.6,0.4,"Treatment"
"1891",291,"CR1","CR7",0,1,5,110,3,0,4,385000,0,1,"Control"
